weather,temperature,humidity,pressure
Foggy,2.72777777777778,0.99,1005.51
Foggy,2.22222222222222,1,1005.7
Foggy,1.11111111111111,1,1005.7
Foggy,1.3,1,1006.19
Partly Cloudy,2.77777777777778,1,1006.3
Partly Cloudy,5,1,1006.8
Partly Cloudy,9.61111111111111,0.78,1007.08
Partly Cloudy,12.7777777777778,0.69,1006.8
Partly Cloudy,13.8888888888889,0.59,1006.3
Partly Cloudy,13.8388888888889,0.63,1006.09
Partly Cloudy,13.8888888888889,0.64,1005.6
Partly Cloudy,13.8888888888889,0.64,1005.3
Mostly Cloudy,12.3944444444444,0.72,1005.9
Partly Cloudy,11.1111111111111,0.77,1005.8
Partly Cloudy,11.1111111111111,0.77,1005.9
Mostly Cloudy,10.0166666666667,0.83,1006.11
Mostly Cloudy,10,0.83,1005.8
Mostly Cloudy,10,0.86,1005.9
Partly Cloudy,8.90555555555556,0.85,1006.3
Partly Cloudy,7.22222222222222,0.89,1006
Clear,5.55555555555556,0.89,1006.2
Clear,6.21666666666667,0.83,1002.56
Clear,5,0.86,1006.1
Clear,4.44444444444444,0.85,1005.8
Clear,3.64444444444445,0.92,1005.91
Clear,3.88888888888889,0.89,0
Partly Cloudy,2.77777777777778,0.96,1005.2
Partly Cloudy,2.58333333333333,0.92,1005.47
Mostly Cloudy,3.88888888888889,0.89,1005.5
Mostly Cloudy,7.22222222222222,0.79,1005.4
Mostly Cloudy,10.9388888888889,0.61,1005.12
Mostly Cloudy,12.7777777777778,0.59,1004.9
Mostly Cloudy,15,0.55,1004.1
Mostly Cloudy,14.8277777777778,0.55,1003.66
Mostly Cloudy,16.1111111111111,0.52,1003.1
Clear,15,0.51,1002.7
Mostly Cloudy,13.9555555555556,0.58,1002.72
Mostly Cloudy,11.1111111111111,0.71,1002.6
Mostly Cloudy,10,0.77,1002.7
Mostly Cloudy,9.01111111111111,0.76,1002.65
Partly Cloudy,7.77777777777778,0.83,1002.6
Partly Cloudy,7.22222222222222,0.83,1002.7
Partly Cloudy,7.31111111111111,0.79,1002.52
Partly Cloudy,7.77777777777778,0.76,1002.1
Clear,7.22222222222222,0.76,1001.9
Mostly Cloudy,7.97222222222222,0.84,994.15
Clear,5,0.89,1001.2
Clear,4.44444444444444,0.92,1000.8
Clear,4.41111111111111,0.89,1001.02
Clear,3.88888888888889,0.92,1000.7
Partly Cloudy,3.88888888888889,0.92,1000.1
Mostly Cloudy,3.93888888888889,0.92,999.77
Mostly Cloudy,7.22222222222222,0.79,999.2
Mostly Cloudy,7.77777777777778,0.83,998.8
Mostly Cloudy,10.05,0.77,998.53
Mostly Cloudy,12.7777777777778,0.69,998
Mostly Cloudy,12.7777777777778,0.69,996.9
Mostly Cloudy,14.8611111111111,0.61,996.41
Mostly Cloudy,12.7777777777778,0.69,995.8
Mostly Cloudy,12.7777777777778,0.72,995.3
Mostly Cloudy,12.3944444444444,0.73,995.22
Mostly Cloudy,12.2222222222222,0.74,995
Mostly Cloudy,11.1111111111111,0.8,995.2
Overcast,11.0944444444444,0.8,995.19
Overcast,11.1111111111111,0.77,994.4
Mostly Cloudy,10.5555555555556,0.8,994.1
Overcast,10.4166666666667,0.72,993.85
Mostly Cloudy,9.44444444444444,0.77,993.5
Mostly Cloudy,8.88888888888889,0.8,993.2
Mostly Cloudy,4.18333333333333,0.84,997.55
Mostly Cloudy,7.77777777777778,0.83,992.1
Mostly Cloudy,9.44444444444444,0.74,991.5
Mostly Cloudy,8.78333333333334,0.78,990.97
Partly Cloudy,7.77777777777778,0.83,0
Partly Cloudy,7.22222222222222,0.86,990.7
Partly Cloudy,7.31111111111111,0.8,990.82
Mostly Cloudy,7.22222222222222,0.86,991.2
Mostly Cloudy,7.77777777777778,0.89,991.8
Mostly Cloudy,9.01111111111111,0.89,992.03
Overcast,10,0.83,992.2
Overcast,10,0.83,992
Mostly Cloudy,11.1944444444444,0.8,992.2
Mostly Cloudy,12.2222222222222,0.74,992.3
Partly Cloudy,12.2222222222222,0.66,992.2
Partly Cloudy,11.1944444444444,0.71,993.22
Mostly Cloudy,8.88888888888889,0.83,993.7
Mostly Cloudy,7.77777777777778,0.89,994.5
Mostly Cloudy,7.77777777777778,0.95,995
Overcast,6.11111111111111,0.93,995.6
Overcast,5.55555555555556,0.93,996.3
Overcast,4.98333333333333,0.89,997.04
Overcast,4.44444444444444,0.82,997.6
Overcast,3.88888888888889,0.85,998.1
Mostly Cloudy,-0.3,0.88,1011.12
Overcast,2.77777777777778,0.92,998.9
Overcast,2.77777777777778,0.92,999.2
Overcast,2.86666666666666,0.92,1000.07
Overcast,2.22222222222222,1,0
Overcast,2.22222222222222,0.92,1000.6
Overcast,2.17222222222222,0.92,1001.63
Mostly Cloudy,2.22222222222222,1,1002.4
Foggy,2.22222222222222,1,1003.1
Foggy,2.65555555555556,0.99,1004.38
Overcast,2.77777777777778,1,1005.5
Overcast,2.77777777777778,0.96,1006.7
Overcast,2.62222222222222,0.96,1007.54
Overcast,2.77777777777778,0.89,1008
Overcast,2.22222222222222,1,1009
Overcast,2.20555555555555,0.93,1009.93
Overcast,2.22222222222222,0.92,1010.4
Overcast,2.22222222222222,0.92,1011.1
Overcast,2.13333333333333,0.92,1011.88
Overcast,2.22222222222222,0.85,1012
Overcast,1.66666666666667,0.92,1012.2
Mostly Cloudy,2.11666666666667,0.86,1012.66
Mostly Cloudy,1.66666666666667,0.85,1012.8
Foggy,-6.07777777777778,0.93,1026.54
Foggy,-6.11111111111111,0.92,1025.7
Foggy,-6.11111111111111,0.92,1025.9
Foggy,-5.55555555555556,0.93,1026.17
Foggy,-5,0.84,1026
Foggy,-5,0.84,1026
Overcast,-5.03333333333333,0.85,1026.27
Overcast,-5,0.84,1026
Overcast,-5,0.84,1026.1
Overcast,-4.89444444444444,0.85,1026.27
Overcast,-4.44444444444444,0.84,1026.2
Overcast,-4.44444444444444,0.84,1026.3
Mostly Cloudy,-5.33333333333333,0.81,1026.74
Overcast,-5,0.81,1026.3
Overcast,-5.55555555555556,0.81,1026.6
Overcast,-5.03333333333333,0.78,1026.67
Overcast,-5,0.77,1026.3
Overcast,-5,0.81,1026.3
Mostly Cloudy,-4.95,0.81,1026.76
Mostly Cloudy,-5,0.81,1027
Mostly Cloudy,-3.88888888888889,0.74,1027.1
Mostly Cloudy,-3.95555555555556,0.75,1027.35
Mostly Cloudy,-3.88888888888889,0.74,1026.9
Mostly Cloudy,-2.77777777777778,0.71,1026.1
Foggy,-12.2222222222222,0.87,1033.8
Foggy,-10.6777777777778,0.91,1037.31
Foggy,-13.8888888888889,0.83,1034.2
Foggy,-12.7777777777778,0.87,1034.3
Foggy,-12.1333333333333,0.84,1034.22
Foggy,-12.7777777777778,0.83,1034.1
Foggy,-13.8888888888889,0.83,1034.1
Foggy,-13.5611111111111,0.84,1034.58
Foggy,-12.7777777777778,0.83,1034.9
Foggy,-10,0.92,1035.3
Foggy,-7.17222222222222,0.95,1035.73
Mostly Cloudy,-5,0.84,1035.7
Mostly Cloudy,-3.88888888888889,0.78,1035.6
Mostly Cloudy,-3.83888888888889,0.78,1035.32
Partly Cloudy,-3.88888888888889,0.74,1034.8
Mostly Cloudy,-3.88888888888889,0.74,1035.2
Partly Cloudy,-5.83333333333333,0.8,1035.33
Mostly Cloudy,-7.22222222222222,0.88,1035.7
Mostly Cloudy,-7.22222222222222,0.88,1036.1
Partly Cloudy,-7.51666666666667,0.84,1036.43
Clear,-8.88888888888889,0.84,1036.7
Foggy,-9.44444444444444,0.88,1037.2
Clear,-9.65555555555556,0.89,1037.38
Foggy,-10,0.88,1037.7
Foggy,-11.1111111111111,0.87,1038.1
Mostly Cloudy,-6.05555555555555,0.88,1040.74
Foggy,-10.5555555555556,0.87,1038.3
Foggy,-11.1111111111111,0.87,1038.5
Foggy,-10.4166666666667,0.88,1038.72
Foggy,-8.88888888888889,0.92,1039
Foggy,-7.77777777777778,0.92,1039.2
Foggy,-7.65555555555556,0.92,1039.25
Foggy,-7.22222222222222,0.96,1040
Foggy,-7.22222222222222,0.96,1040.7
Foggy,-7.05,0.95,1041.13
Foggy,-6.11111111111111,0.88,1041
Foggy,-5,0.81,1040.5
Foggy,-4.95,0.84,1040.33
Foggy,-5,0.84,1040.3
Foggy,-5,0.84,1040.4
Foggy,-4.92777777777778,0.84,1040.46
Foggy,-5,0.84,1040.8
Foggy,-5,0.84,1040.9
Foggy,-5.10555555555556,0.85,1041.14
Foggy,-5,0.84,1041.4
Foggy,-5.55555555555556,0.88,1041.7
Overcast,-5.57222222222222,0.89,1042.04
Foggy,-5.55555555555556,0.88,1041.7
Foggy,-5,0.84,1041.5
Overcast,-5.60555555555556,0.89,1035.5
Overcast,-5.55555555555556,0.88,1041
Overcast,-6.11111111111111,0.92,1041.3
Overcast,-6.12777777777778,0.92,1041.15
Overcast,-6.11111111111111,0.88,1040.9
Foggy,-6.11111111111111,0.92,1041
Foggy,-6.23333333333333,0.89,1040.99
Foggy,-6.11111111111111,0.88,1040.9
Foggy,-6.11111111111111,0.92,1041.1
Foggy,-6.21666666666667,0.92,1041.07
Foggy,-6.11111111111111,0.88,1040.9
Foggy,-5,0.84,1040.1
Foggy,-5.17222222222222,0.85,1039.45
Foggy,-5,0.84,1038.8
Foggy,-5,0.84,1038.7
Foggy,-5.12222222222222,0.85,1037.88
Foggy,-5,0.84,1037.4
Foggy,-5,0.84,1037.3
Foggy,-5.12222222222222,0.85,1036.89
Foggy,-5,0.84,1037.2
Foggy,-5.55555555555556,0.88,1036.8
Foggy,-5.58888888888889,0.89,1036.3
Foggy,-5.55555555555556,0.92,1035.6
Overcast,-5.55555555555556,0.88,1034.8
Foggy,-5.17222222222222,0.89,1023.78
Overcast,-6.11111111111111,0.92,1033.5
Overcast,-6.11111111111111,0.92,1033.3
Overcast,-6.11111111111111,0.92,1032.64
Overcast,-6.11111111111111,0.92,1032
Overcast,-6.11111111111111,0.92,1032
Foggy,-7.13333333333333,0.96,1031.77
Foggy,-6.11111111111111,0.92,1031.7
Foggy,-6.11111111111111,0.92,1031.8
Foggy,-6.14444444444444,0.92,1031.47
Foggy,-6.11111111111111,0.92,1030.5
Foggy,-6.11111111111111,0.92,1030
Foggy,-6.11111111111111,0.92,1029.42
Foggy,-5,0.84,1028.5
Foggy,-6.11111111111111,0.92,1027.9
Foggy,-6.11111111111111,0.92,1027.77
Foggy,-6.11111111111111,0.92,1027.2
Foggy,-6.11111111111111,0.92,1026.6
Foggy,-5.98888888888889,0.92,1026.29
Foggy,-5,0.84,1025.7
Foggy,-5.55555555555556,0.88,1025.3
Overcast,-5.43333333333333,0.89,1024.75
Foggy,-5,0.84,1023.9
Foggy,-5,0.88,1023.1
Mostly Cloudy,-1.68333333333333,0.89,1017.13
Foggy,-5,0.88,1021.4
Foggy,-4.44444444444444,0.88,1020.7
Overcast,-3.85555555555556,0.89,1020.51
Foggy,-2.77777777777778,0.85,1019.6
Foggy,-2.77777777777778,0.85,1019.3
Foggy,-2.74444444444445,0.92,1018.63
Foggy,-2.77777777777778,0.92,1017.9
Foggy,-2.22222222222222,0.88,1017.8
Foggy,-1.02777777777778,0.88,1017.7
Mostly Cloudy,0,0.82,1017
Mostly Cloudy,1.11111111111111,0.78,1016.2
Mostly Cloudy,1.38888888888889,0.79,1015.08
Mostly Cloudy,2.77777777777778,0.76,1014.6
Mostly Cloudy,2.77777777777778,0.76,1014.6
Partly Cloudy,1.38888888888889,0.78,1014.67
Partly Cloudy,0,0.85,1014.9
Overcast,0,0.85,1015.4
Mostly Cloudy,0.122222222222222,0.85,1015.5
Mostly Cloudy,0,0.85,1015.8
Overcast,-0.555555555555556,0.88,1015.6
Overcast,-0.05,0.84,1015.96
Mostly Cloudy,-0.555555555555556,0.85,1016
Mostly Cloudy,-0.555555555555556,0.85,1015.9
Foggy,-1.07777777777778,0.93,1022.34
Overcast,-1.11111111111111,0.88,1016.4
Foggy,-1.11111111111111,0.92,1016.6
Foggy,-0.588888888888888,0.89,1016.88
Foggy,0,0.85,1017.2
Foggy,0,0.92,1017.7
Foggy,-0.033333333333333,0.92,1018.25
Foggy,0,0.92,1018.8
Foggy,0,0.92,1019.5
Overcast,0,0.93,1020.3
Foggy,1.11111111111111,0.85,1020.1
Foggy,1.11111111111111,0.85,1020.2
Foggy,1.02222222222222,0.92,1020.51
Foggy,1.11111111111111,0.92,1020.3
Foggy,0,0.92,1020.9
Foggy,0.033333333333335,0.93,1021.61
Foggy,0,0.92,1021.9
Foggy,0,0.92,1022.2
Foggy,0,0.93,1023
Foggy,0,0.92,1023
Foggy,0,0.92,1023.3
Foggy,0,0.93,1023.7
Foggy,0,0.92,1023.6
Foggy,-0.555555555555556,0.96,1023.6
Mostly Cloudy,0.333333333333334,0.84,1027
Foggy,-0.555555555555556,0.92,1023.2
Foggy,-1.11111111111111,0.96,1023.4
Foggy,-1.21666666666667,0.93,1023.2
Foggy,-1.11111111111111,0.92,1023.4
Foggy,-1.11111111111111,0.92,1023.2
Foggy,-0.205555555555556,0.87,1023.57
Mostly Cloudy,-1.11111111111111,0.92,1023.5
Mostly Cloudy,0,0.85,1023.6
Mostly Cloudy,-0.033333333333333,0.86,1024.07
Overcast,1.11111111111111,0.85,1024.2
Overcast,1.11111111111111,0.85,1024.1
Overcast,1.07777777777778,0.86,1023.77
Overcast,1.11111111111111,0.85,1023.8
Overcast,1.11111111111111,0.85,1024.1
Foggy,1.18333333333333,0.86,1024.49
Foggy,0,0.92,1025.2
Foggy,0,0.92,1025.6
Foggy,0.088888888888887,0.99,1026.13
Foggy,0,0.92,1026.2
Foggy,0,0.96,1026.5
Foggy,0.050000000000002,0.96,1027.18
Foggy,-0.555555555555556,0.96,1027.5
Foggy,0,0.96,1027.5
Overcast,-2.34444444444444,0.96,1025.24
Overcast,0,0.82,1027.6
Overcast,0,0.72,1027.8
Overcast,-0.505555555555556,0.71,1027.57
Mostly Cloudy,-1.11111111111111,0.75,1027.8
Mostly Cloudy,-1.11111111111111,0.75,1028.1
Mostly Cloudy,-1.16111111111111,0.82,1028.36
Mostly Cloudy,-1.11111111111111,0.81,1028.4
Mostly Cloudy,0,0.69,1028.5
Mostly Cloudy,0.033333333333335,0.72,1028.68
Partly Cloudy,1.11111111111111,0.64,1028.2
Mostly Cloudy,1.11111111111111,0.75,1027.8
Mostly Cloudy,0.972222222222222,0.86,1027.32
Mostly Cloudy,1.11111111111111,0.78,1026.8
Overcast,0,0.85,1026.8
Overcast,-0.05,0.86,1026.97
Overcast,0,0.85,1026.6
Overcast,0,0.82,1026.5
Overcast,-1.07777777777778,0.89,1026.22
Overcast,-1.11111111111111,0.88,1025.9
Overcast,-1.11111111111111,0.85,1025.8
Foggy,-1.75555555555556,0.89,1025.78
Overcast,-2.22222222222222,0.88,1025.3
Overcast,-2.22222222222222,0.88,1025.3
Overcast,2.86666666666666,0.87,1012.07
Foggy,-2.77777777777778,0.96,1024.6
Foggy,-2.77777777777778,0.96,1024.7
Foggy,-2.76111111111111,0.96,1024.08
Foggy,-2.77777777777778,1,1023.5
Foggy,-2.77777777777778,1,1023.1
Foggy,-2.31111111111111,0.96,1022.86
Foggy,-2.22222222222222,1,1022.4
Foggy,-2.22222222222222,1,1022.4
Foggy,-2.34444444444444,0.99,1021.89
Foggy,-2.22222222222222,1,1021
Foggy,-2.22222222222222,1,1020.2
Foggy,-2.13333333333333,1,1019.33
Foggy,-1.11111111111111,1,1018.2
Foggy,-1.11111111111111,1,1017.2
Foggy,-0.955555555555555,0.99,1016.54
Foggy,0,1,1015.7
Foggy,0,0.92,1014.7
Partly Cloudy,1.03888888888889,0.86,1013.75
Overcast,1.11111111111111,0.85,1012.8
Overcast,1.11111111111111,0.89,1011.8
Overcast,1.75555555555555,0.84,1011.48
Overcast,1.66666666666667,0.89,1010.7
Overcast,3.33333333333333,0.82,1010.3
Mostly Cloudy,3.61111111111111,0.88,1009.05
Mostly Cloudy,6.11111111111111,0.79,1009.7
Overcast,5.55555555555556,0.82,1010.4
Overcast,4.42777777777778,0.86,1011.52
Mostly Cloudy,2.77777777777778,0.89,1011.9
Mostly Cloudy,2.22222222222222,0.85,1012.6
Mostly Cloudy,2.42777777777778,0.85,1013.84
Mostly Cloudy,2.22222222222222,0.85,1013.8
Mostly Cloudy,2.77777777777778,0.82,1014.2
Mostly Cloudy,3.75,0.83,1015.02
Mostly Cloudy,5,0.7,1015.2
Mostly Cloudy,7.22222222222222,0.65,1014.4
Partly Cloudy,7.45,0.65,1013.91
Partly Cloudy,7.77777777777778,0.63,1013
Partly Cloudy,6.11111111111111,0.79,1012.7
Partly Cloudy,4.13333333333333,0.87,1012.92
Partly Cloudy,2.22222222222222,0.92,1012.2
Mostly Cloudy,2.77777777777778,0.89,1011.8
Mostly Cloudy,3.76666666666667,0.83,1011.52
Mostly Cloudy,3.88888888888889,0.89,1010.9
Mostly Cloudy,3.33333333333333,0.85,1010.5
Mostly Cloudy,3.33333333333333,0.86,1009.81
Mostly Cloudy,3.88888888888889,0.85,1009.4
Overcast,-4.44444444444444,0.84,1026.3
Mostly Cloudy,-5.33333333333333,0.81,1026.74
Overcast,-5,0.81,1026.3
Overcast,-5.55555555555556,0.81,1026.6
Overcast,-5.03333333333333,0.78,1026.67
Overcast,-5,0.77,1026.3
Overcast,-5,0.81,1026.3
Mostly Cloudy,-4.95,0.81,1026.76
Mostly Cloudy,-5,0.81,1027
Mostly Cloudy,-3.88888888888889,0.74,1027.1
Mostly Cloudy,-3.95555555555556,0.75,1027.35
Mostly Cloudy,-3.88888888888889,0.74,1026.9
Mostly Cloudy,-2.77777777777778,0.71,1026.1
Mostly Cloudy,-2.93333333333333,0.69,1026.1
Mostly Cloudy,-2.77777777777778,0.71,1025.7
Mostly Cloudy,-2.77777777777778,0.71,1025.8
Mostly Cloudy,-3.87222222222222,0.78,1025.88
Mostly Cloudy,-3.88888888888889,0.78,1025.6
Mostly Cloudy,-3.88888888888889,0.78,1025.9
Mostly Cloudy,-3.92222222222222,0.84,1026.06
Mostly Cloudy,-3.88888888888889,0.84,1025.9
Overcast,-3.88888888888889,0.81,1026.3
Overcast,-3.92222222222222,0.78,1026.28
Mostly Cloudy,-3.88888888888889,0.78,1026.7
Mostly Cloudy,3.33333333333333,0.89,1008.9
Partly Cloudy,5.10555555555555,0.78,1008.48
Mostly Cloudy,3.33333333333333,0.89,1008.4
Mostly Cloudy,3.33333333333333,0.89,1008.2
Mostly Cloudy,3.28333333333333,0.9,1007.93
Mostly Cloudy,2.77777777777778,0.89,1007.3
Overcast,2.77777777777778,0.89,1007.5
Mostly Cloudy,3.76666666666667,0.84,1007.69
Mostly Cloudy,3.88888888888889,0.82,1007.8
Partly Cloudy,5,0.82,1007.9
Mostly Cloudy,7.65555555555556,0.77,1008.07
Mostly Cloudy,10,0.71,1007.6
Partly Cloudy,12.2222222222222,0.66,1006.9
Mostly Cloudy,12.6055555555556,0.68,1006.44
Mostly Cloudy,12.2222222222222,0.72,1006.2
Mostly Cloudy,12.2222222222222,0.72,1006.3
Partly Cloudy,11.0222222222222,0.72,1006.45
Foggy,7.77777777777778,0.83,1006.8
Partly Cloudy,7.22222222222222,0.73,1007.1
Partly Cloudy,7.20555555555556,0.74,1007.71
Mostly Cloudy,7.22222222222222,0.71,1007.6
Partly Cloudy,5.55555555555556,0.79,1008
Clear,5.46666666666667,0.77,1008.34
Clear,5,0.79,1008.5
Partly Cloudy,4.44444444444444,0.79,1008.5
Mostly Cloudy,7.74444444444444,0.8,1006.4
Partly Cloudy,5.55555555555556,0.76,1008.3
Clear,5,0.79,1008.3
Clear,3.45555555555555,0.85,1008.18
Partly Cloudy,2.77777777777778,0.89,1008.1
Mostly Cloudy,5,0.76,1007.7
Mostly Cloudy,4.91111111111111,0.77,1007.76
Overcast,6.11111111111111,0.76,1007.6
Overcast,6.11111111111111,0.79,1007.7
Overcast,6.14444444444445,0.8,1007.85
Overcast,7.77777777777778,0.83,1007.6
Overcast,10,0.77,1006.9
Overcast,8.93888888888889,0.88,1006.19
Mostly Cloudy,8.88888888888889,0.89,1005.8
Breezy and Overcast,8.88888888888889,0.89,1005.6
Overcast,8.95555555555556,0.88,1005.55
Overcast,8.88888888888889,0.83,1005.7
Overcast,8.88888888888889,0.83,1005.6
Mostly Cloudy,8.83888888888889,0.83,1005.94
Mostly Cloudy,7.77777777777778,0.83,1006.2
Overcast,8.33333333333333,0.83,1006.5
Overcast,8.31666666666667,0.84,1006.78
Overcast,8.33333333333333,0.83,1006.5
Overcast,8.88888888888889,0.8,1006.4
Mostly Cloudy,3.98888888888889,0.95,1005.05
Overcast,7.22222222222222,0.86,1006
Overcast,7.77777777777778,0.83,1005.9
Overcast,7.67222222222222,0.84,1005.98
Overcast,7.22222222222222,0.86,1005.8
Overcast,7.22222222222222,0.86,1006.3
Mostly Cloudy,6.31666666666667,0.93,1007.11
Mostly Cloudy,6.11111111111111,1,1007.2
Partly Cloudy,7.22222222222222,0.93,1007.3
Mostly Cloudy,8.83888888888889,0.89,1007.39
Mostly Cloudy,8.88888888888889,0.89,1007.5
Foggy,7.22222222222222,0.93,1007
Mostly Cloudy,7.18888888888889,0.93,1006.94
Overcast,6.11111111111111,0.93,1006.9
Overcast,5,0.93,1007.5
Overcast,3.95555555555555,0.93,1007.79
Overcast,3.88888888888889,0.92,1007.3
Overcast,3.88888888888889,0.92,1007.3
Overcast,3.76666666666667,0.92,1007.16
Overcast,3.88888888888889,0.92,1007.3
Mostly Cloudy,3.33333333333333,0.96,1006.9
Mostly Cloudy,3.31666666666667,0.96,1006.8
Overcast,3.33333333333333,0.96,1005.7
Overcast,3.33333333333333,0.96,1005.4
Foggy,3.35,1,991.44
Foggy,3.33333333333333,0.96,1003.7
Foggy,3.33333333333333,0.96,1002.9
Foggy,3.4,0.96,1002.26
Foggy,2.77777777777778,0.96,1001.5
Foggy,2.77777777777778,0.96,1001.1
Foggy,2.93333333333333,0.96,1000.93
Foggy,2.77777777777778,0.96,1000.4
Foggy,2.77777777777778,0.96,999.7
Foggy,3.87222222222222,0.9,998.82
Overcast,5,0.86,998.3
Overcast,5,0.86,997.3
Foggy,5,0.94,995.87
Overcast,6.11111111111111,0.86,994.6
Foggy,6.11111111111111,0.86,993.6
Foggy,4.95,0.93,993.76
Foggy,5,0.93,993.2
Foggy,3.88888888888889,1,992.7
Foggy,3.85555555555555,0.92,991.8
Foggy,3.88888888888889,0.92,990.8
Foggy,3.88888888888889,0.96,990
Foggy,3.76666666666667,0.96,989.52
Foggy,3.33333333333333,1,988.8
Foggy,3.33333333333333,1,989.5
Foggy,-0.366666666666667,1,995.11
Foggy,3.33333333333333,1,989.1
Foggy,3.33333333333333,0.96,989.2
Partly Cloudy,2.28888888888889,0.99,989.54
Mostly Cloudy,2.22222222222222,1,989.1
Mostly Cloudy,2.22222222222222,1,989.4
Foggy,2.1,1,990.52
Foggy,2.22222222222222,1,990.6
Overcast,2.77777777777778,1,990.9
Overcast,2.70555555555555,0.99,991.91
Overcast,2.77777777777778,1,992.1
Mostly Cloudy,3.88888888888889,0.92,992.1
Mostly Cloudy,5.85,0.81,991.49
Partly Cloudy,7.22222222222222,0.73,991.1
Partly Cloudy,7.22222222222222,0.73,991.6
Mostly Cloudy,6.06111111111111,0.79,992.46
Partly Cloudy,3.88888888888889,0.89,993.1
Partly Cloudy,2.77777777777778,0.96,993.6
Partly Cloudy,2.15,0.92,994.31
Clear,1.11111111111111,1,994.7
Foggy,1.11111111111111,0.96,994.6
Foggy,0.622222222222221,0.99,995.07
Foggy,0,1,995.3
Foggy,-0.555555555555556,0.96,995.7
Mostly Cloudy,2.22222222222222,0.93,1000.59
Foggy,-1.11111111111111,0.96,996.2
Foggy,-1.11111111111111,0.96,996.7
Foggy,-1.14444444444444,1,996.92
Foggy,-2.22222222222222,1,997.2
Foggy,-2.22222222222222,1,997.4
Foggy,-0.955555555555555,0.99,998.2
Foggy,-1.11111111111111,1,998.4
Foggy,0,1,998.5
Foggy,0.105555555555554,1,999.76
Foggy,1.11111111111111,0,1000.1
Foggy,2.22222222222222,1,999.1
Overcast,2.76111111111111,0.96,999.18
Overcast,3.33333333333333,0.89,998.9
Overcast,3.88888888888889,0.89,999
Overcast,3.92222222222222,0.89,999.45
Mostly Cloudy,3.88888888888889,0.89,1000.2
Mostly Cloudy,3.88888888888889,0.89,999.6
Overcast,3.92222222222222,0.99,1000.12
Overcast,3.88888888888889,1,1000.1
Overcast,4.44444444444444,0.96,1000.4
Overcast,3.88888888888889,0.86,1000.95
Overcast,3.88888888888889,0.82,1000.9
Overcast,3.33333333333333,0.85,1001
Foggy,1.40555555555556,0.99,1008.05
Overcast,2.77777777777778,0.89,1001.7
Overcast,2.77777777777778,0.89,1002.1
Overcast,2.77777777777778,0.89,1002.67
Overcast,2.77777777777778,0.89,1002.9
Overcast,2.22222222222222,1,1003.4
Overcast,2.25555555555556,0.92,1003.8
Overcast,2.77777777777778,0.96,1004.5
Overcast,2.77777777777778,0.89,1004.9
Mostly Cloudy,3.85555555555555,0.83,1005.14
Mostly Cloudy,3.88888888888889,0.82,1005.6
Overcast,5,0.82,1005.6
Overcast,4.95,0.83,1005.79
Mostly Cloudy,6.11111111111111,0.76,1005.9
Partly Cloudy,6.11111111111111,0.76,1006.1
Mostly Cloudy,6.16111111111111,0.75,1006.75
Partly Cloudy,3.88888888888889,0.89,1007
Clear,2.22222222222222,0.92,1007.5
Foggy,1.25,0.92,1007.96
Foggy,-1.11111111111111,1,1008.1
Foggy,-1.11111111111111,1,1008.8
Foggy,-0.383333333333334,0.99,1009.18
Foggy,-1.66666666666667,0.96,1009.1
Foggy,-1.66666666666667,1,1009.3
Mostly Cloudy,4.82777777777778,0.96,1006.8
Foggy,2.22222222222222,0.96,1009.2
Foggy,2.22222222222222,0.96,1008.9
Overcast,2.91666666666667,0.9,1008.9
Mostly Cloudy,2.77777777777778,0.96,1008.5
Overcast,2.22222222222222,1,1008.7
Foggy,2.13333333333333,1,1008.89
Foggy,2.22222222222222,1,1008.2
Foggy,2.22222222222222,1,1008.2
Overcast,3.8,0.93,1007.65
Mostly Cloudy,5,0.93,1007.6
Overcast,6.11111111111111,0.86,1007.1
Overcast,6.17777777777778,0.92,1006.33
Overcast,6.11111111111111,0.93,1005.5
Overcast,6.11111111111111,0.86,1005.9
Overcast,6.12777777777778,0.93,1005.78
Overcast,6.11111111111111,0.93,1006.2
Overcast,6.11111111111111,0.93,1005.9
Overcast,6.17777777777778,0.99,1005.94
Overcast,6.11111111111111,0.93,1006
Overcast,6.11111111111111,0.96,1006
Overcast,6.14444444444445,0.96,1006.14
Overcast,6.11111111111111,0.96,1006.2
Mostly Cloudy,5.55555555555556,0.96,1006.1
Overcast,4.23333333333333,0.96,1005.75
Mostly Cloudy,5.55555555555556,0.93,1006.3
Mostly Cloudy,5,0.96,1006
Mostly Cloudy,5.05,0.96,1006.09
Overcast,5,0.93,0
Overcast,5,0.93,1005.9
Foggy,4.06111111111111,0.99,1006.02
Foggy,3.88888888888889,1,1006.6
Overcast,3.88888888888889,1,1006.3
Overcast,4.04444444444445,1,1006.4
Overcast,3.88888888888889,1,1005.9
Overcast,3.88888888888889,1,1005.2
Overcast,4.01111111111111,1,1004.87
Overcast,3.88888888888889,1,1004.9
Overcast,3.88888888888889,0.92,1004.6
Overcast,4.01111111111111,0.92,1004.85
Overcast,3.88888888888889,0.92,1005
Overcast,3.88888888888889,0.92,1005.1
Overcast,3.87222222222222,0.93,1005.32
Overcast,2.77777777777778,0.96,1005.3
Overcast,3.33333333333333,0.96,1005.3
Overcast,3.36666666666667,0.96,1005.38
Overcast,3.33333333333333,0.96,1005.5
Overcast,3.33333333333333,0.96,1005.5
Overcast,1.96111111111111,0.84,1015.58
